,Open,High,Low,Close,Volume
2024-01-01 17:00:00,17019.0,17022.5,17013.75,17016.25,1308
2024-01-01 17:05:00,17016.5,17024.75,17016.0,17023.5,555
2024-01-01 17:10:00,17024.0,17027.0,17022.25,17025.75,509
2024-01-01 17:15:00,17025.75,17030.5,17025.5,17028.75,398
2024-01-01 17:20:00,17028.75,17032.75,17026.75,17032.0,316
2024-01-01 17:25:00,17032.5,17037.0,17032.25,17033.25,431
2024-01-01 17:30:00,17033.25,17036.25,17031.5,17031.75,262
2024-01-01 17:35:00,17032.0,17033.0,17030.0,17032.5,260
2024-01-01 17:40:00,17032.25,17033.5,17027.75,17027.75,283
2024-01-01 17:45:00,17027.5,17029.5,17027.25,17029.25,123
2024-01-01 17:50:00,17029.25,17031.0,17027.5,17030.25,132
2024-01-01 17:55:00,17030.5,17030.5,17029.25,17029.5,56
2024-01-01 18:00:00,17030.0,17030.75,17027.75,17029.5,217
2024-01-01 18:05:00,17029.5,17029.75,17027.25,17029.25,130
2024-01-01 18:10:00,17029.25,17029.5,17026.5,17027.5,159
2024-01-01 18:15:00,17027.5,17028.5,17025.25,17025.5,122
2024-01-01 18:20:00,17025.75,17026.0,17024.0,17025.25,205
2024-01-01 18:25:00,17025.25,17025.25,17018.5,17019.75,389
2024-01-01 18:30:00,17019.75,17022.75,17018.5,17022.75,190
2024-01-01 18:35:00,17022.75,17027.5,17022.75,17026.75,296
2024-01-01 18:40:00,17027.0,17027.25,17023.75,17026.0,154
2024-01-01 18:45:00,17026.25,17027.0,17024.5,17026.25,139
2024-01-01 18:50:00,17026.5,17027.5,17026.0,17026.0,130
2024-01-01 18:55:00,17026.25,17028.0,17025.75,17027.0,139
2024-01-01 19:00:00,17026.75,17037.0,17026.25,17035.5,612
2024-01-01 19:05:00,17035.75,17038.5,17032.25,17032.75,646
2024-01-01 19:10:00,17032.5,17033.5,17028.75,17029.25,398
2024-01-01 19:15:00,17029.5,17035.75,17029.5,17035.75,392
2024-01-01 19:20:00,17035.75,17036.5,17031.5,17033.5,352
2024-01-01 19:25:00,17033.5,17033.75,17026.75,17029.25,264
2024-01-01 19:30:00,17029.0,17031.5,17026.25,17026.5,280
2024-01-01 19:35:00,17026.5,17026.5,17019.0,17020.25,581
2024-01-01 19:40:00,17020.25,17020.25,17010.75,17014.75,721
2024-01-01 19:45:00,17015.0,17022.5,17013.75,17014.5,542
2024-01-01 19:50:00,17014.5,17018.75,17013.75,17017.25,268
2024-01-01 19:55:00,17017.25,17018.25,17014.0,17014.5,199
