Date,Time,Open,High,Low,Close,Volume
01/01/2024,17:00:00,17019.0,17022.5,17013.75,17016.25,1308
01/01/2024,17:05:00,17016.5,17024.75,17016.0,17023.5,555
01/01/2024,17:10:00,17024.0,17027.0,17022.25,17025.75,509
01/01/2024,17:15:00,17025.75,17030.5,17025.5,17028.75,398
01/01/2024,17:20:00,17028.75,17032.75,17026.75,17032.0,316
01/01/2024,17:25:00,17032.5,17037.0,17032.25,17033.25,431
01/01/2024,17:30:00,17033.25,17036.25,17031.5,17031.75,262
01/01/2024,17:35:00,17032.0,17033.0,17030.0,17032.5,260
01/01/2024,17:40:00,17032.25,17033.5,17027.75,17027.75,283
01/01/2024,17:45:00,17027.5,17029.5,17027.25,17029.25,123
01/01/2024,17:50:00,17029.25,17031.0,17027.5,17030.25,132
01/01/2024,17:55:00,17030.5,17030.5,17029.25,17029.5,56
01/01/2024,18:00:00,17030.0,17030.75,17027.75,17029.5,217
01/01/2024,18:05:00,17029.5,17029.75,17027.25,17029.25,130
01/01/2024,18:10:00,17029.25,17029.5,17026.5,17027.5,159
01/01/2024,18:15:00,17027.5,17028.5,17025.25,17025.5,122
01/01/2024,18:20:00,17025.75,17026.0,17024.0,17025.25,205
01/01/2024,18:25:00,17025.25,17025.25,17018.5,17019.75,389
01/01/2024,18:30:00,17019.75,17022.75,17018.5,17022.75,190
01/01/2024,18:35:00,17022.75,17027.5,17022.75,17026.75,296
01/01/2024,18:40:00,17027.0,17027.25,17023.75,17026.0,154
01/01/2024,18:45:00,17026.25,17027.0,17024.5,17026.25,139
01/01/2024,18:50:00,17026.5,17027.5,17026.0,17026.0,130
01/01/2024,18:55:00,17026.25,17028.0,17025.75,17027.0,139
01/01/2024,19:00:00,17026.75,17037.0,17026.25,17035.5,612
01/01/2024,19:05:00,17035.75,17038.5,17032.25,17032.75,646
01/01/2024,19:10:00,17032.5,17033.5,17028.75,17029.25,398
01/01/2024,19:15:00,17029.5,17035.75,17029.5,17035.75,392
01/01/2024,19:20:00,17035.75,17036.5,17031.5,17033.5,352
01/01/2024,19:25:00,17033.5,17033.75,17026.75,17029.25,264
01/01/2024,19:30:00,17029.0,17031.5,17026.25,17026.5,280
01/01/2024,19:35:00,17026.5,17026.5,17019.0,17020.25,581
01/01/2024,19:40:00,17020.25,17020.25,17010.75,17014.75,721
01/01/2024,19:45:00,17015.0,17022.5,17013.75,17014.5,542
01/01/2024,19:50:00,17014.5,17018.75,17013.75,17017.25,268
01/01/2024,19:55:00,17017.25,17018.25,17014.0,17014.5,199
01/01/2024,20:00:00,17014.5,17018.5,17013.75,17018.25,329
01/01/2024,20:05:00,17018.0,17019.0,17016.5,17018.0,233
01/01/2024,20:10:00,17018.25,17019.0,17016.25,17016.5,188
01/01/2024,20:15:00,17017.0,17017.0,17012.5,17013.25,282
01/01/2024,20:20:00,17013.5,17016.0,17011.75,17014.25,333
01/01/2024,20:25:00,17013.75,17014.75,17010.25,17011.5,331
01/01/2024,20:30:00,17011.75,17013.25,17008.5,17011.5,328
01/01/2024,20:35:00,17012.0,17013.0,17006.5,17010.75,335
01/01/2024,20:40:00,17010.75,17012.0,17008.75,17011.0,236
01/01/2024,20:45:00,17011.0,17011.5,17009.75,17010.25,186
01/01/2024,20:50:00,17010.0,17010.75,17001.0,17003.25,535
01/01/2024,20:55:00,17003.5,17008.75,17003.5,17008.25,225
01/01/2024,21:00:00,17008.25,17010.5,17008.25,17008.5,218
01/01/2024,21:05:00,17008.5,17011.25,17008.25,17010.75,151
01/01/2024,21:10:00,17010.5,17013.0,17010.5,17011.5,176
01/01/2024,21:15:00,17011.5,17012.0,17006.75,17007.25,240
01/01/2024,21:20:00,17007.0,17007.0,17005.0,17005.5,180
01/01/2024,21:25:00,17005.5,17010.0,17004.5,17009.0,165
01/01/2024,21:30:00,17009.25,17010.25,17007.75,17008.0,103
01/01/2024,21:35:00,17008.0,17008.25,17003.0,17005.25,193
01/01/2024,21:40:00,17005.75,17008.0,17005.0,17007.75,72
01/01/2024,21:45:00,17007.75,17009.75,17007.0,17007.25,140
01/01/2024,21:50:00,17007.25,17007.25,17002.25,17003.75,246
01/01/2024,21:55:00,17004.0,17007.75,17004.0,17007.5,140
01/01/2024,22:00:00,17007.25,17007.25,17003.25,17004.0,186
01/01/2024,22:05:00,17004.25,17005.75,17004.0,17005.25,75
01/01/2024,22:10:00,17005.5,17008.0,17004.75,17008.0,107
01/01/2024,22:15:00,17008.25,17008.75,17007.25,17007.25,83
01/01/2024,22:20:00,17007.5,17007.5,17005.5,17007.5,124
01/01/2024,22:25:00,17007.75,17008.0,17006.75,17007.75,52
01/01/2024,22:30:00,17008.0,17010.5,17007.25,17009.75,160
01/01/2024,22:35:00,17010.5,17013.0,17009.75,17012.25,300
01/01/2024,22:40:00,17012.0,17013.0,17009.25,17009.75,178
